polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,asignacion_metodo,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R04,R04,Puerto Madero,HITO-ICO-011,Marcelo Restaurante,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 1140",-34.610892,-58.366239,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,51.039,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-029,Michel Rolland Grill & Wine,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Juana Manso 1760,-34.619238,-58.361564,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/michel-rolland-grill-wine,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,129.674,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-ICO-014,Sorrento,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 420",-34.602294,-58.36721,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,48.89,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-H037,CASA WATSON,Bar Notable,Bar Notable,CIRCLE,,Vuelta de Obligado 2072,-34.561811,-58.455426,Belgrano,Comuna 13,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,58.562,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-DIR-007,Casa Burgio,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Cabildo 2477,-34.558456,-58.45961,Belgrano,Comuna 13,OPERATIVO,2026-08-07,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/otros-establecimientos/burgio,alta,referente documentado; asignación documento,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,SI,12.893,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-MG-0002,Mercado de Belgrano,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Av. Juramento 2527,-34.562848,-58.458147,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,62.996,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H153,Aramburu,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Vicente Lopez 1661,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-045,Aramburu,MICHELIN,Distinción MICHELIN,STAR,Dos Estrellas,Vicente López 1661,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,,Dos Estrellas,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/aramburu,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H006,BAR DEL ALVEAR PALACE HOTEL,Bar Notable,Bar Notable,CIRCLE,,Av. Alvear 1891,-34.587677,-58.388996,Recoleta,Comuna 2,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,98.669,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-049,Bis Bistró,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,Vicente López 1661 Local 12,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/bis-bistro,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-035,Casa Veltri,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Juncal 1642,-34.594177,-58.390974,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-veltri,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,174.705,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-057,Fervor,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Posadas 1519,-34.587315,-58.387386,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fervor,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,40.602,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H089,Josephina's Cafe,Bar Notable,Bar Notable,CIRCLE,,Guido 1532,-34.592512,-58.38697,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,82.774,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H061,LA BIELA,Bar Notable,Bar Notable,CIRCLE,,Av. Quintana 600,-34.587834,-58.390761,Recoleta,Comuna 2,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,52.83,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-DIR-012,Los Maestros,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Parana 1249,-34.593727,-58.388633,Recoleta,Comuna 2,SIN_VERIFICAR,,APYCE + GCBA (2026),https://losmaestros.com.ar/,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,95.483,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-050,Presencia,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Montevideo 1789,-34.590008,-58.386103,Retiro,Comuna 1,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/presencia,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,43,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,224.181,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-ICO-013,Restaurante Oviedo,Restaurante Icónico,Restaurante icónico,SQUARE,,BERUTI 2602,-34.592036,-58.402947,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/restaurante-oviedo,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,130.379,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-030,Roux,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Peña 2300,-34.590733,-58.397336,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/roux-532524,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,41.721,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R07,R07,Costanera Norte,HITO-ICO-007,Happening,Restaurante Icónico,Restaurante icónico,SQUARE,,"OBLIGADO RAFAEL, AV.COSTANERA 7030",-34.544109,-58.432401,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/happening,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,13.782,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R07,R07,Costanera Norte,HITO-MG-0011,Patio Costanera Norte,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Avenida Costanera Rafael Obligado 7010,-34.5443,-58.43215,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,49,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,14.424,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-019,Alcanfor,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Aguirre 949,-34.593746,-58.439242,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/alcanfor,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,138.102,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-004,Fico,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Muñecas 775,-34.600741,-58.44549,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fico-1213659,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,108.665,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-005,Han,MICHELIN,Distinción MICHELIN,STAR,Una Estrella,Vera 966,-34.594888,-58.441652,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/han,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,275.536,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-007,Horta,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Aguirre 1080,-34.592503,-58.440557,Villa Crespo,Comuna 15,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/horta-1217076,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,43,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,SI,0.156,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-H156,Julia,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Loyola 807,-34.593368,-58.437876,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,112.602,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-016,Julia,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Loyola 807,-34.593368,-58.437876,Villa Crespo,Comuna 15,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/julia-1206804,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,112.602,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-H033,SAN BERNARDO,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 5436,-34.597863,-58.441098,Villa Crespo,Comuna 15,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,583.086,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-H154,Trescha,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Murillo 725,-34.600335,-58.444028,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,246.683,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-002,Trescha,MICHELIN,Distinción MICHELIN,STAR,Una Estrella,Murillo 725,-34.600335,-58.444028,Villa Crespo,Comuna 15,SIN_VERIFICAR,,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/trescha,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,246.683,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R10,R10,Caballito,HITO-H090,Confiteria El Greco,Bar Notable,Bar Notable,CIRCLE,,Av. Rivadavia 5353,-34.620162,-58.440853,Caballito,Comuna 6,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,370.575,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R10,R10,Caballito,HITO-MG-0003,Mercado del Progreso,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Av. Rivadavia 5430,-34.621044,-58.441696,Caballito,Comuna 6,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,270.456,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R10,R10,Caballito,HITO-H030,Plaza Café,Bar Notable,Bar Notable,CIRCLE,,Av. Rivadavia 4732,-34.616452,-58.432096,Caballito,Comuna 6,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,453.227,CONTEXTUAL_MAS_250M,referente contextual documental (más de 250 m),0 / 50 / 250
POLO-R11,R11,Boulevard Caseros,HITO-H019,Britanico,Bar Notable,Bar Notable,CIRCLE,,Brasil 399,-34.625306,-58.370839,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,90,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,31.58,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H074,36 BILLARES,Bar Notable,Bar Notable,CIRCLE,,Av. de Mayo 1265,-34.60917,-58.384301,Monserrat,Comuna 1,OPERATIVO,2026-07-04,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,50.285,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H003,Bar Bidou,Bar Notable,Bar Notable,CIRCLE,,Av. Roque Saenz Pena 858,-34.605223,-58.378784,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,43.893,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H094,Bar Iberia,Bar Notable,Bar Notable,CIRCLE,,Av. de Mayo 1196,-34.609258,-58.383303,Monserrat,Comuna 1,OPERATIVO,2024-06,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,55.033,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H017,Bar Via 71,Bar Notable,Bar Notable,CIRCLE,,Viamonte 1771,-34.600753,-58.392349,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,353.143,CONTEXTUAL_MAS_250M,referente contextual documental (más de 250 m),0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H035,Café Tortoni,Bar Notable,Bar Notable,CIRCLE,,Av. de Mayo 825,-34.608824,-58.37813,Monserrat,Comuna 1,OPERATIVO,2026-05-26,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,65.75,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H039,Claridge's,Bar Notable,Bar Notable,CIRCLE,,Tucuman 535,-34.600965,-58.374517,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,164.655,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H043,Confiteria Saint Moritz,Bar Notable,Bar Notable,CIRCLE,,Esmeralda 894,-34.597786,-58.3784,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,101.31,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H042,Confitería Ideal,Bar Notable,Bar Notable,CIRCLE,,Suipacha 384,-34.603924,-58.37949,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,0.287,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-ICO-002,El Imparcial,Restaurante Icónico,Restaurante icónico,SQUARE,,"YRIGOYEN, HIPOLITO 1201",-34.609741,-58.383634,Monserrat,Comuna 1,SIN_VERIFICAR,2026-07-07,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,49,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,SI,3.744,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-DIR-018,El Palacio de la Pizza,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Av. Corrientes 751,-34.603362,-58.377315,San Nicolas,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2026),https://turismo.buenosaires.gob.ar/es/gastronomico/el-palacio-de-la-pizza,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,201.645,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H053,El Querandi,Bar Notable,Bar Notable,CIRCLE,,Peru 302,-34.611647,-58.374749,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,19.176,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H058,FLORIDA GARDEN,Bar Notable,Bar Notable,CIRCLE,,Florida 899,-34.597613,-58.375352,Retiro,Comuna 1,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,78.204,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-DIR-003,Guerrin,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Corrientes 1368,-34.604042,-58.386004,San Nicolas,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,183.177,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
