referencia_id,nombre,bloque_conduccion,texto_v21,texto_conduccion,cifras_v21,cifras_conduccion,cifras_trasladadas_a_edicion_tecnica,cifras_movidas_desde_otro_bloque,cifras_sin_respaldo_en_la_v21
R15,Devoto,Qué hay que tener en cuenta,"Periferia no estabilizada; sin Villa Pueyrredón ni Villa del Parque | 119 registros del directorio comercial en línea, con deduplicación conservadora, fecha de corte 2026-07-13. | Capas separadas: capas administrativas 20 y 484; no aditivas con directorio comercial en línea.","El núcleo no autoriza a extender la zona a todo el barrio. | Villa Pueyrredón y Villa del Parque quedan fuera. | El número cuenta locales relevados, no locales abiertos hoy.","07, 119, 13, 20, 2026, 484",,"07, 119, 13, 20, 2026, 484",,
R16,Donado–Holmberg,Cuánta oferta hay,Cifra exacta | 40 | directorio comercial en línea recuento con deduplicación conservadora E-PLACES,40 locales relevados | Se contó una sola vez a los locales que aparecían repetidos.,40,40,,,
R16,Donado–Holmberg,Qué es esta zona,"Doble eje gastronómico con fragmentación por tramos | Doble eje sobre Donado y Holmberg, con fragmentación por tramos y sin envolvente única. | La denominación institucional es Donado–Holmberg; la glosa DoHo queda como antecedente no publicable como nombre principal. | La referencia no se absorbe en Villa Urquiza ni se fusiona con R17.","Donado y Holmberg forman un doble eje gastronómico: la oferta se ubica sobre las dos calles, en tramos, y no en una mancha continua.",17,,17,,
R16,Donado–Holmberg,De qué se compone,"Donado–Holmberg no se absorbe en R17. | No DoHo institucional, envolvente única ni fusión R17.","Las calles Donado y Holmberg, con tramos separados entre sí.",17,,17,,
R16,Donado–Holmberg,Qué hay que tener en cuenta,"No DoHo institucional; no envolvente única; no fusión con Villa Urquiza | 40 registros del directorio comercial en línea, con deduplicación conservadora, fecha de corte 2026-07-13. | Capas separadas: capas administrativas 1 y 93; no aditivas con directorio comercial en línea.","Es una zona distinta de Villa Urquiza y no queda incluida en ella. | El nombre institucional es Donado–Holmberg; «DoHo» es un apodo y no se usa como nombre. | El número cuenta locales relevados, no locales abiertos hoy.","07, 1, 13, 2026, 40, 93",,"07, 1, 13, 2026, 40, 93",,
R17,Villa Urquiza,Cuánta oferta hay,Cifra exacta | 189 | directorio comercial en línea recuento con deduplicación conservadora E-PLACES,189 locales relevados | Se contó una sola vez a los locales que aparecían repetidos.,189,189,,,
R17,Villa Urquiza,Qué es esta zona,"Polo gastronómico multieje | Polo gastronómico multieje cuya estructura interna se organiza sobre Triunvirato, Monroe y Congreso. | Los ejes se leen como componentes de una referencia común, sin convertir todo el barrio administrativo en geometría gastronómica. | Donado–Holmberg permanece separado y no se absorbe en R17.","Villa Urquiza es un polo gastronómico organizado sobre tres calles: Triunvirato, Monroe y Congreso.",17,,17,,
R17,Villa Urquiza,De qué se compone,Villa Urquiza no absorbe R16. | No absorción R16 ni barrio completo como geometría.,"Los ejes de Triunvirato, Monroe y Congreso. | El mapa ubica el de Triunvirato, el único con recorrido cerrado en el material disponible; Monroe y Congreso aparecen como calles de referencia.",16,,16,,
R17,Villa Urquiza,Qué hay que tener en cuenta,"No absorber Donado–Holmberg; estructura Triunvirato-Monroe-Congreso interna | 189 registros del directorio comercial en línea, con deduplicación conservadora, fecha de corte 2026-07-13. | Capas separadas: capas administrativas 21 y 676; no aditivas con directorio comercial en línea.","Donado–Holmberg es una zona aparte y no queda incluida en Villa Urquiza. | La zona no abarca todo el barrio administrativo. | El número cuenta locales relevados, no locales abiertos hoy.","07, 13, 189, 2026, 21, 676",,"07, 13, 189, 2026, 21, 676",,
R18,Esmeralda–Paraguay,Cuánta oferta hay,Cota inferior | ≥216 | Cota inferior Grupo A corrección técnica,"Al menos 216 locales | Es un mínimo: puede haber más, no menos.",216,216,,,
R18,Esmeralda–Paraguay,Qué es esta zona,"Referencia independiente sin núcleo radial demostrado | Referencia independiente Esmeralda–Paraguay, con geometría provisional y sin núcleo radial demostrado. | Las densidades mínimas por anillos no sostienen una concentración central ni un gradiente; el máximo descriptivo se ubica en bandas intermedias. | Nuevo Bajo no es nombre canónico y no puede usarse para extender o renombrar la referencia.","En el cruce de Esmeralda y Paraguay hay oferta gastronómica documentada, sin un centro claro alrededor del cual se ordene.",,,,,
R18,Esmeralda–Paraguay,De qué se compone,"No Nuevo Bajo; no fusionar con R06 o R12. | No núcleo radial, gradiente, delimitación oficial ni nombre Nuevo Bajo.","Se lee como una sola pieza, sin partes internas propias. | La mayor cantidad de locales no está en el centro del círculo sino en las bandas intermedias, entre 100 y 300 metros.","06, 12","100, 300","06, 12","100, 300",
R18,Esmeralda–Paraguay,Qué hay que tener en cuenta,"Piso censado; no es conteo completo ni locales activos | Geometría provisional; Nuevo Bajo no canónico; sin concentración central ni gradiente | ≥216 como cota inferior. | Densidades mínimas por anillos efectivos: 0–100 m ≥12 / ≥381,97 registros/km²; 100–200 m ≥53 / ≥562,35 registros/km²; 200–300 m ≥89 / ≥566,60 registros/km²; 300–400 m ≥62 / ≥282,97 registros/km². | Piso censado; no es conteo completo ni locales activos","El círculo de 400 metros es el radio con que se consultó la zona, no un centro demostrado. | «Nuevo Bajo» no es el nombre de esta zona y no se usa para ampliarla.","0, 100, 12, 200, 216, 282,97, 300, 381,97, 400, 53, 562,35, 566,60, 62, 89",400,"0, 100, 12, 200, 216, 282,97, 300, 381,97, 53, 562,35, 566,60, 62, 89",,
R19,Federico Lacroze por tramos,Cuánta oferta hay,Cota inferior | ≥211 | Cota inferior Grupo B; el tramo Libertador–Cabildo≥112 y el tramo Cabildo–Álvarez Thomas≥138 no comparables entre sí; no sumar a ciegas,"Al menos 211 locales | Al momento del relevamiento, 204 estaban abiertos y 7 cerrados de forma temporaria.","112, 138, 211","204, 211, 7","112, 138","204, 7",
R19,Federico Lacroze por tramos,Qué es esta zona,"Referencia gastronómica segmentada por tramos | Referencia segmentada en dos ventanas independientes: el tramo Libertador–Cabildo y el tramo Cabildo–Álvarez Thomas. | El solapamiento observacional en Lacroze–Cabildo identifica un nodo compartido, pero no demuestra continuidad de toda la avenida. | el tercer tramo evaluado queda excluido; el control Lacroze–Chacarita es control no-producto; no hay extensión a Dorrego ni fusión con Chacarita/R09.","Sobre Federico Lacroze hay oferta gastronómica documentada en dos tramos separados: entre Libertador y Cabildo, y entre Cabildo y Álvarez Thomas.",09,,09,,
R19,Federico Lacroze por tramos,De qué se compone,"el tramo Libertador–Cabildo ; ventana independiente ; ≥112 ; no comparable con T2 ; sin adopción | el tramo Cabildo–Álvarez Thomas ; ventana independiente ; ≥138 ; no comparable con T1 ; sin adopción | Lacroze–Cabildo ; nodo de solapamiento ; 39 compartidos observacionales ; no prueba continuidad ; sin adopción | el tercer tramo evaluado ; excluido ; no aporta ; no producto de primera corrida ; excluido | el control Lacroze–Chacarita ; control R09 ; no aporta a R19 ; no comparable ; control | el tercer tramo evaluado excluido; control Chacarita no aporta; sin fusión R09. | No polo Lacroze, corredor continuo, avenida completa, T3 ni fusión Chacarita.","El tramo entre Libertador y Cabildo, con al menos 112 locales, y el tramo entre Cabildo y Álvarez Thomas, con al menos 138. | Los dos se relevaron por separado y sus números no se suman. | Cerca de Cabildo los dos tramos se tocan y comparten 39 locales.","09, 1, 112, 138, 19, 2, 3, 39","112, 138, 39","09, 1, 19, 2, 3",,
R19,Federico Lacroze por tramos,Qué hay que tener en cuenta,"Piso censado; no es conteo completo ni locales activos | el tercer tramo evaluado excluido; sin corredor continuo; sin fusión Chacarita/R09; el control Lacroze–Chacarita control; estado declarado 204/7/0; no '190 consultas' | ≥211 deduplicados; estado declarado 204 en actividad, 7 cerrados temporalmente y 0 cerrados en forma permanente. | el tramo Libertador–Cabildo: ≥112, 5 centros, radio 250 m, 3/25 saturadas, ≥22,4 registros/centro. el tramo Cabildo–Álvarez Thomas: ≥138, 7 centros, radio 225 m, 2/35 saturadas, ≥19,7 registros/centro. | R19 tuvo 60 consultas de red y 5 consultas de categoría restaurante saturadas; registros por centro no equivalen a densidad. | Piso censado; no es conteo completo ni locales activos","Es un mínimo: puede haber más, no menos. | Que los tramos se toquen no prueba que la oferta sea continua a lo largo de toda la avenida. | La zona no llega hasta Dorrego ni se mezcla con Chacarita.","0, 09, 112, 138, 19, 19,7, 190, 2, 204, 211, 22,4, 225, 25, 250, 3, 35, 5, 60, 7",,"0, 09, 112, 138, 19, 19,7, 190, 2, 204, 211, 22,4, 225, 25, 250, 3, 35, 5, 60, 7",,
R20,García del Río,Cuánta oferta hay,Cota inferior | ≥40 | Cota inferior Grupo C ZIP corregido; sat 1/20 de categoría restaurante,"Al menos 40 locales | Al momento del relevamiento, 39 estaban abiertos y 1 cerrado de forma temporaria.","1, 20, 40","1, 39, 40",20,39,
R20,García del Río,Qué es esta zona,"Referencia/tramo localizado de oferta gastronómica continua y modesta entre Cabildo y Parque Saavedra; leve concentración hacia Cabildo y adelgazamiento hacia el parque; no corredor, eje ni polo | Tramo localizado de oferta gastronómica continua y modesta sobre García del Río 2400–3200, entre Cabildo y Parque Saavedra. | La oferta muestra leve concentración hacia Cabildo y adelgazamiento hacia el parque. | La evidencia no habilita corredor, eje ni polo; Parque Saavedra es control no-producto y R20 permanece separado de R22.","Sobre García del Río, entre Cabildo y Parque Saavedra, hay una oferta gastronómica continua y de escala modesta, algo más concentrada del lado de Cabildo y más rala hacia el parque.","20, 22, 2400, 3200",,"20, 22, 2400, 3200",,
R20,García del Río,De qué se compone,"Parque Saavedra ; control no-producto ; 0 m² de intersección efectiva en la corrida ; no comparable ; control | Controles espaciales ; control ; fuera del universo ; no comparable ; sin adopción | Parque Saavedra control no-producto; R20 y R22 separados. | No corredor, eje, polo, absorción del parque ni universo combinado.","Un solo tramo, entre Cabildo y Parque Saavedra. | Parque Saavedra se usó para verificar que la oferta no siguiera dentro del parque: no aporta locales.","0, 20, 22",,"0, 20, 22",,
R20,García del Río,Qué hay que tener en cuenta,"Piso censado; no es conteo completo ni locales activos | Parque Saavedra control no-producto (intersección 0 m²); tramo 2400–3200; estado declarado 39/1/0; separado de R22; sin sensibilidad 165 | ≥40 deduplicados a partir de 106 observaciones postfiltradas; 66 duplicados internos removidos; 38 identificadores observados en múltiples centros. | 20 consultas exitosas; 1/20 saturadas en la categoría restaurante; estado declarado 39 en actividad, 1 cerrado temporalmente y 0 cerrados en forma permanente. | Piso censado; no es conteo completo ni locales activos","Es un mínimo: puede haber más, no menos. | No alcanza para hablar de un corredor, un eje ni un polo. | Villa Pueyrredón es una zona separada de esta.","0, 1, 106, 165, 20, 22, 2400, 3200, 38, 39, 40, 66",,"0, 1, 106, 165, 20, 22, 2400, 3200, 38, 39, 40, 66",,
R21,La Paternal,Cuánta oferta hay,Cota inferior | ≥254 | Cota inferior Grupo B; la red occidental de calles documentadas≥237 componente provisional; el borde Rojas–Honorio Pueyrredón=19 observado no comparable,"Al menos 254 locales | Al momento del relevamiento, 242 estaban abiertos y 12 cerrados de forma temporaria.","19, 237, 254","12, 242, 254","19, 237","12, 242",
R21,La Paternal,Qué es esta zona,"Referencia gastronómica extensa y dispersa, sin núcleo único demostrado | Referencia extensa y dispersa, sin núcleo único demostrado ni geometría institucional estabilizada. | la red occidental de calles documentadas es un componente provisional; el borde Rojas–Honorio Pueyrredón es un control de borde que no se absorbe en Villa Crespo. | Las métricas de distancia y vecindad son descriptivas y no prueban polo, corredor, archipiélago ni red de nodos; Distrito del Vino no funciona como referencia indirecta.","En La Paternal la oferta gastronómica está repartida en un área extensa, sin un centro que la organice. Es una zona documentada, no una concentración.",,,,,
R21,La Paternal,De qué se compone,"la red occidental de calles documentadas ; componente provisional ; ≥237 ; no comparable con BORDE ; sin adopción | el borde Rojas–Honorio Pueyrredón ; borde/control ; 19 observados; 2 compartidos con OESTE ; no comparable ; no absorbido por R08 | el borde Rojas–Honorio Pueyrredón no se absorbe en R08; Devoto y Espacios Estrella fuera; Av. San Martín no forzada. | No polo, corredor, archipiélago, red de nodos ni Distrito del Vino como referencia indirecta.","El sector oeste de La Paternal, con al menos 237 locales. | El borde de Rojas y Honorio Pueyrredón, con 19 locales, mirado aparte como límite con Villa Crespo. | Los dos se relevaron con criterios distintos y sus números no se suman.","08, 19, 2, 237","19, 237","08, 2",,
R21,La Paternal,Qué hay que tener en cuenta,"Piso censado; no es conteo completo ni locales activos | Sin polo/corredor/archipiélago/red; no absorbido por Villa Crespo; Distrito Vino no referencia indirecta; estado declarado 242/12/0 | ≥254 deduplicados; estado declarado 242 en actividad, 12 cerrados temporalmente y 0 cerrados en forma permanente. | la red occidental de calles documentadas: ≥237, 22 centros, radio 300 m, 4/110 saturadas, ≥10,8 registros/centro. el borde Rojas–Honorio Pueyrredón: 19 observados, 3 centros, radio 200 m, 0/15 saturadas y 6,3 registros/centro. | Diagonal aproximada 4,01 km y vecino más próximo mediano 36 m: métricas descriptivas, no evidencia de una forma adoptable. | Piso censado; no es conteo completo ni locales activos","Es un mínimo: puede haber más, no menos. | No hay un centro, un corredor ni una red de puntos demostrados. | El borde con Villa Crespo sigue siendo parte de La Paternal.","0, 10,8, 110, 12, 15, 19, 200, 22, 237, 242, 254, 3, 300, 36, 4, 4,01, 6,3",,"0, 10,8, 110, 12, 15, 19, 200, 22, 237, 242, 254, 3, 300, 36, 4, 4,01, 6,3",,
R22,Villa Pueyrredón,Cuánta oferta hay,Cota inferior | ≥158 | Cota inferior Grupo C ZIP corregido; sat 6/70 de categoría restaurante; grilla neutral 600 m,"Al menos 158 locales | Al momento del relevamiento, 152 estaban abiertos y 6 cerrados de forma temporaria.","158, 6, 600, 70","152, 158, 6","600, 70",152,
R22,Villa Pueyrredón,Qué es esta zona,"Oferta gastronómica extensa y heterogénea, con subárea de mayor densidad en el centro/centro-este; sin núcleo dominante único ni eje demostrado | Oferta gastronómica extensa y heterogénea, con una subárea descriptiva de mayor densidad en el centro y centro-este. | La subárea no es un producto nuevo ni un núcleo dominante; avenida San Martín no se privilegia como eje. | El límite barrial y la grilla de 600 m son marcos de muestreo provisionales; no se absorben Devoto, Villa Urquiza ni Agronomía y R22 permanece separado de R20.","En Villa Pueyrredón la oferta gastronómica está repartida por todo el barrio, con algo más de densidad en el centro y el centro este. No hay un núcleo dominante ni una avenida que la ordene.","20, 22, 600",,"20, 22, 600",,
R22,Villa Pueyrredón,De qué se compone,"Centro/centro-este ; subárea descriptiva ; aporta al universo R22 ; no producto nuevo ; sin adopción | Controles espaciales ; control ; fuera del universo ; no comparable ; sin adopción | R20 y R22 separados; no absorción por R15/R17/Agronomía. | No núcleo dominante, eje San Martín ni absorción por referencias vecinas.","El centro y el centro este concentran algo más de oferta: es una descripción, no una zona nueva. | La avenida San Martín no se toma como eje de la zona.","15, 17, 20, 22",,"15, 17, 20, 22",,
R22,Villa Pueyrredón,Qué hay que tener en cuenta,"Piso censado; no es conteo completo ni locales activos | Subárea descriptiva no producto; Av San Martín no privilegiada; sin absorción Devoto/Urquiza/Agronomía; estado declarado 152/6/0; separado de R20 | ≥158 deduplicados a partir de 294 observaciones postfiltradas; 136 duplicados internos removidos; 84 identificadores observados en múltiples centros. | 70 consultas exitosas; 6/70 saturadas en la categoría restaurante; estado declarado 152 en actividad, 6 cerrados temporalmente y 0 cerrados en forma permanente. | Separación con R20: aproximadamente 3.432,9 m y 0 identificadores compartidos; el universo combinado está prohibido. | Piso censado; no es conteo completo ni locales activos","Es un mínimo: puede haber más, no menos. | El contorno del mapa es el marco con que se relevó el barrio, no un área gastronómica. | García del Río es una zona separada: entre las dos no hay locales en común.","0, 136, 152, 158, 20, 294, 3.432,9, 6, 70, 84",,"0, 136, 152, 158, 20, 294, 3.432,9, 6, 70, 84",,
